Problem ID,Problem,Solution,Grading guidelines,Category,Level,Short Answer,Source
PB-Basic-011,"Let $A\subset \{1,2,\ldots,2000\}$, $|A|=1000$, such that $a$ does not divide $b$ for all distinct elements $a,b\in A$. For a set $X$ as above let us denote with $m_{X}$ the smallest element in $X$. Find $\min m_{A}$ (for all $A$ with the above properties).","Partition the set $\{ 1,2,3,\cdots ,2000\}$ into 1000 parts $P_{1}\cup P_{2}\cup P_{3}\cup \cdots \cup P_{1000}$ such that $P_{a}$ contains all numbers of the form $2^{b}(2a-1)$ where $b$ is a nonnegative integer.

 $A$ cannot have two elements from the same part (otherwise one would divide the other by a power of 2). So $A$ must have exactly one element from each part.

 Let $t_{a}$ be the element of $A$ contained in $P_{a}$. Then consider $t_{1},t_{2},t_{5},\cdots $, each being a product of a power of 3 and a power of 2. The highest power of 2 dividing $t_{1}$ must be strictly greater than the highest power of 2 dividing $t_{2}$ (otherwise $t_{1}$ divides $t_{2}$). Similarly, the highest powers of 2 dividing $t_{1},t_{2},t_{5},\cdots $ must be a strictly decreasing sequence. In particular, there are 7 numbers in the sequence, so $t_{1}$ must be at least $2^6=64$. In a similar manner, if $666<3^{b}(2a-1)<2000$, then $t_{a}\geq 2^{b}(2a-1)$. (Here we look at the numbers where the odd factors are $(2a-1)$ times a power of 3.)

 Suppose one of the $t_{a}$ is less than 64. Then we have
 \[666<3^{b}(2a-1)\leq (3/2)^{b}t_{a}<64(3/2)^{b}\]
 so that $b\geq 6$. However, this means either $a=1$ (we know $t_{1}\geq 64$) or $t_{a}\geq 3\cdot 2^{6}$, which is a contradiction. Therefore, every element must be at least 64.


 We could attain a minimum by setting $t_{a}=2^{f(a)}(2a-1)$ where $f(a)$ satisfies $666<3^{f(a)}(2a-1)<2000$ if we can show it works. To do this, we must show that $t_{x}$ cannot divide $t_{y}$ for any $x\neq y$. Suppose there were such $x$ and $y$. Then
 \[2^{u}(2x-1)|2^{v}(2y-1)\]
 where $u=f(x)$ and $v=f(y)$. In particular, $u\leq v$ and $(2x-1)|(2y-1)$.

 In order to have $(2x-1)|(2y-1)$, we must have $2y-1\geq 3(2x-1)$, but this implies
 \[3^{u+1}(2x-1) \ge 2001 >3^{v}(2y-1)\geq 3^{v+1}(2x-1)\]
 and $u>v$, a contradiction! Therefore $\boxed{64}$ is the minimum.","(Partial)
 1. Constructed the example for the answer $64$.
 2. Decomposed the set $\{1,2,...,2000\}$ as in the solution and analyzed intersections of $A$ and these decomposed subsets.
(Almost)
 1. Solution is almost complete, but made minor mistakes which are not negligible.",Combinatorics,IMO-easy,$64$,(Modified) Vietnam TST 2007 P5
PB-Basic-012,"Consider a positive integer $n$. We define $f(n)$ as the number of pairs of paths on an $n \times n$ grid that:

 (1) Both paths start at $(0, 0)$ (bottom left corner) and end at $(n, n)$ (top right corner).

 (2) Both paths allow only right or up movements (one unit each).

 (3) The $y$ coordinate of the first path never exceeds the y coordinate of the second path at any timestep.

 For example, when $n = 2$, consider the following pair of paths:

 The first path: $(0,0) \rightarrow (1,0) \rightarrow (1,1) \rightarrow (2,1) \rightarrow (2,2)$
 The second path: $(0,0) \rightarrow (1,0) \rightarrow (2,0) \rightarrow (2,1) \rightarrow(2,2)$
 The example is invalid because after 2 steps, the y coordinate of the first path (1) is larger than the y coordinate of the second path (0).

 However, the following example is valid,

 The first path: $(0,0) \rightarrow (1,0) \rightarrow (2,0) \rightarrow (2,1) \rightarrow (2,2)$
 The second path: $(0,0) \rightarrow (1,0) \rightarrow (1,1) \rightarrow (2,1) \rightarrow (2,2)$

 since the y coordinate of the first path is never larger than the second path. Find $f(10)$.","If we move the second path up-left by one unit, the pair of paths corresponds to a pair of paths from (0,0) to (10,10) and from (-1,1) to (9,11) which are non-intersecting. The total number of path pairs is $\binom{20}{10}^2$. The number of intersecting pairs corresponds to the number of pair of paths from (0,0) to (9, 11) and paths from (-1, 1) to (10,10), because interchanging the two paths at the first intersection point gives a one-to-one correspondence, and thus equals $\binom{20}{9}^2$. Therefore there are $\binom{20}{10}^2 - \binom{20}{9}^2$ paths.","(Partial)
 1. Came up with an idea of correcting shifting (shifting only one path by $+1$ in the $y$-coordinate) or found an equivalent idea with it.
(Almost)
 1. Made a minor mistake when counting.",Combinatorics,IMO-medium,$\binom{20}{10}^2 - \binom{20}{9}^2$ ,Novel Problem
PB-Basic-013,"Each of 8 boxes contains 6 balls. Each ball has been colored with one of 22 colors. If no two balls in the same box are the same color, prove that there are two colors that occur together in more than one box.","Let’s say a color ""connects"" two boxes if it appears in both. We want to show there are two colors that connect the same pair of boxes.

 Let $c_i$ denote the number of balls with color $i$. Then, the total number of times a color connects two boxes is $N = \sum_{i=1}^{22} \binom{c_i}{2}$. We also know the total number of balls is $48$, so $\sum_{i=1}^{22} c_i = 48$. We now try to find the minimum possible value of $N$.

 To do this, we first analyze the quantity $X = \sum_{i=1}^{22} (c_i - 2)^2$. If at $|c_i - 2| >= 2$ for some $i$, then clearly $X \ge 4$. Otherwise, all the $c_i$ are 1, 2, or 3. Then, in order for them to sum to 48, at most 18 of them can be 2, so once again $X \ge 4$. We then have

 $4 \le X = 2N - 3 \sum_{i=1}^{22} c_i + 4 * 22 = 2N - 3 * 48 + 4 * 22 = 2N - 56$,

 so that $N \ge 30$. But note that there are only $\binom{8}{2} = 28$ pairs of boxes. Thus, by the pigeonhole principle, some two colors connect the same pair of boxes, as desired.","(Partial)
 1. Applied some double counting argument but did not progress further.
(Almost)
 1. Solved the problem with some mistakes (such as calculation mistakes).",Combinatorics,pre-IMO, ,(Modified) USAMO 2001 P1
PB-Basic-014,"In Shoreline Amphitheatre, 2024 Googlers each hold up to five flags of various colors. Any group of three Googlers will always have at least two people holding flags of the same color. Prove that one specific flag color is held by at least 200 Googlers.","Take any Googler. He holds at most 5 flags. If everyone holds at least one of those flags but not more than 199 people speak have each flag, then there are at most 1 + 5·198 = 991 Googlers. But there are 2024 Googlers, so we must be able to find someone who holds none of the 5 flags. He too has at most 5 flags, giving a total of 10 between the two Googlers selected. Now we are told that every other Googler holds at least one of these 10 flags. So if no more than 199 Googlers holds each flag, then there are at most 2 + 10·198 = 1982 Googlers. But there are 2024 Googlers, so one of the 10 flags must be held by 200 or more people.","(Partial)
 1. Established that there is a pair of people not sharing a flag of the same color.
 (Almost)
 1.  Solution is almost complete, but made minor mistakes which are not negligible.",Combinatorics,pre-IMO, ,(Modified) Balkan MO 1985 P4
PB-Basic-015,"Adrian is lining up $n \geq 2$ toy cars in a row. Each car has a width and length, and no two cars have the same width or length. Initially, the cars are arranged in increasing order of length from left to right. Adrian repeatedly does the following: he chooses some two adjacent cars where the left car is shorter in length and greater in width than the right car, and he swaps them. He keeps doing this until no further moves are possible. Prove that no matter how Adrian chooses his swaps, the procedure will eventually terminate, and in the end, the cars will be sorted in increasing order of width from left to right.","Define an inversion to be a pair of cars where the one on the left is wider than the one on the right. Clearly, each move strictly decreases the number of inversions, so the procedure must terminate.

 Now, suppose for sake of contradiction that we can make no more moves, but the cars are not sorted in increasing order of width. Consider the smallest index $i$ such that car $i$ is wider than car $i + 1$. Since we cannot make any further swaps, it must also be the case that car $i$ is longer than book $i + 1$. This means that originally, car $i$ was to the right of car $i + 1$, and at some point they switched relative positions. However, this is not possible because the rules prevent us from ever swapping two books when one is both taller and wider than the other.","(Partial)
 1. Found an increasing quantity (e.g. the number of inversion according to the width or length)
 2. Tried to use minimality argument by taking the first book not sorted by width.
(Almost)
 1.  Solution is almost complete, but made minor mistakes which are not negligible.",Combinatorics,pre-IMO, ,(Modified) 2020 USOJMO P1
PB-Basic-016,"101 stones are arranged in a circle, numbered 1 through 101 in order (so that stone 1 is next to stone 101). Each stone is painted either red, white, or blue. Initially, stone 101 is the only blue stone. Among the remaining stones, even-numbered stones are red, and odd-numbered stones are white.

We perform a sequence of modifications to the coloring, where in each step, we may choose a stone and repaint it a different color, as long as we ensure that no two adjacent stones are ever the same color. Prove that it is not possible to eventually reach a state where again stone 101 is the only blue stone, but among the remaining stones, all even-numbered stones are white and all odd-numbered stones are red.","Let $A$ be the number of indices $i$ where $i$th stone is blue and $i+1$th stone is white (we define the order in mod 101). Similarly, let $C$ be the number of white stones followed by blue stones. In the initial state, we have $A = 1$ and $C = 0$, and in the final state, we have $A = 0$ and $C = 1$.

 We claim that $A - C$ is invariant. Indeed, consider all possible colorings of three consecutive stones, and let us enumerate what color the middle side can be changed to. Writing $R, W, B$ to represent red, white, and blue, we have the following possibilities:
 \[ RBR \to RWR, \qquad RWR \to RBR, \]
 \[ BWB \to BRB, \qquad BRB \to BWB, \]
 \[ WBW \to WRW, \qquad WRW \to WBW. \]
 In each case, we find that the quantity $A - C$ doesn't change. However, the initial state has $A - C = 1$, and the final state has $A - C = -1$, so it is not possible to reach the final state.","(Partial)
 1. Analyzed all the possible cases for when a stone changes color in terms of its neighbors' colors.
(Almost)
 1. Solution is almost complete, but made minor mistakes which are not negligible.",Combinatorics,pre-IMO, ,(Modified) USAMO 1994 Problem 2
PB-Basic-017,Find all non-negative integer $n$ such that $A_n = 1 + 3^{20(n^2+n+1)} + 9^{14(n^2+n+1)}$ is a prime number.,"Substitute $a = 3^{4(n^2+n+1)} \geq 81 \in Z^+$, we have $A_n = a^7 + a^5 + 1$. Observe that $a^7 + a^5 + 1 = (a^2+a+1)(a^5-a^4+a^3-a+1)$. Since $a \geq 81$, we have $a^2+a+1 > 1$ and $a^5-a^4+a^3-a+1 > 1$. Hence, $A_n$ is not a prime number for all $n \geq 0$.","(Partial)
 1. Applied correct substitution to $x^7+x^5+1$ or $x^{14}+x^{10}+1$ or $x^{28}+x^{20}+1$
(Almost)
 1. Correctly applied substitution and factorization but with made minor mistakes.",Number theory,pre-IMO,There is no such $n$.,folklore
PB-Basic-018,Let $x$ and $y$ be positive integers satisfying $2x^2 + x = 3y^2 + y$. Prove that $2x+2y+1$ is a perfect square.,"Lemma: If $ab$ is a perfect square for coprime integers $a,b$ then they are perfect squares.

 Observe that $2x^2+x=3y^2+y$ is equivalent to $y^2 = 2x^2-2y^2+x-y = (x-y)(2x+2y+1)$. Let $d$ be the greatest common divisior of $x-y,2x+2y+1$, we have $d | x-y$ and $d | 2x+2y+1$. On the other hand, observe that $y^2 = (x-y)(2x+2y+1)$. Hence, we must have that $d^2 | y^2$, which implies $d | y$. Since $d | y$ and $d | x-y$, we have $d | x$. Furthermore, since $d | x, d | y, d | 2x+2y+1$, we have that $d | 1$ and thus, $d = 1$, meaning that $x-y,2x+2y+1$ are coprime integers. From the Lemma, we have that $x-y,2x+2y+1$ are perfect squares. Hence proved.","(Partial)
 1. Correctly factorized $(x-y)(2x+2y+1) = y^2$ but did not get other non-trivial results.
(Almost)
 1. Proved the problem but made minor mistakes or did not prove $d = 1$",Number theory,pre-IMO, ,(Modified) Polish MO 1965 P4
PB-Basic-019,"For any positive integer $n$, let $\delta(n)$ be the largest odd divisor of $n$. Prove for any $N>0$ that we have
 \[
 \left| \sum_{n=1}^N \frac{\delta(n)}{n}- \frac{2}{3}N \right| <1.
 \]","Observe the following: If the greatest power of $2$ that divides $n$ is $2^k$, the greatest odd divisor dividing $n$ is $\frac{n}{2^k}$.

 Let $\sum_{n=1}^N \frac{\delta(n)}{n}$ be $S(N)$.

 Let the greatest power of $2$ smaller or equal to $N$ be $2^k$. Then, $2^k \leq N <2^{k+1}$ holds. Using the observation, we get the following equation:
 $\sum_{n=1}^{2^k} \frac{\delta(n)}{n} = \sum_{i=0}^{k-1} \frac{2^{k-1-i}}{2^i} + \frac{1}{2^k} = 2^{k-1}(\frac{1-\frac{1}{4^{k}}}{\frac{3}{4}}) + \frac{1}{2^k}$

 Now observe that for $2^k < n <2^{k+1}$, $\frac{\delta(n)}{n} = \frac{\delta(n-2^k)}{n-2^k}$. Therefore, we have that $S(N)= S(N-2^k)+ (\frac{2^{k+1}}{3})(1-\frac{1}{4^{k}}) + \frac{1}{2^k}$

 Using this, we have that $S(N) - \frac{2N}{3} = S(N-2^k) - \frac{2(N-2^k)}{3} + \frac{1}{3\cdot 2^k}$

 Therefore, $|S(N) - \frac{2N}{3}|\leq \sum_{k=0}^\infty \frac{1}{3\cdot 2^k} \leq 1$","(Partial)
 1. Expressed $\sum \delta(n)/n$ as negative powers of 2's and attempted to rearrange the summation.
(Almost)
 1. Successfully rearranged the summation, and counted $2^{-k}$ correctly.",Number theory,IMO-easy, ,(translated) 2003 Korea Winter Program Practice Test
PB-Basic-020,"Find all pairs of primes $(a, b)$ such that $a^2 - ab - b^3 = 1$.","Step 1. Lemma. If for a prime $p$, $p\equiv 2 \pmod{3}$, then $p$ cannot divide $q^2-q+1$ for any prime $q$.
 Proof. Assume $p \mid q^2-q+1$ (so $p$ is odd); then $p \mid q^3+1$, so $q^3 \equiv -1 \pmod{p}$, thus $q^6 \equiv 1 \pmod{p}$. Let $\nu$ be the multiplicative order of $q$ modulo $p$; then $\nu \mid 6$, and $\nu \mid p-1$ (by Fermat's Little theorem). That forces $\nu = 2$ (since $\nu = 1$ means $q \equiv 1 \pmod{p}$, so $-1 \equiv q^3 \equiv 1 \pmod{p}$, forcing $p=2$, absurd), and so $q \equiv -1 \pmod{p}$. But then $0\equiv q^2-q+1 \equiv 1 + 1 + 1 = 3 \pmod{p}$, forcing $p=3$, absurd.

 Step 2. Easily $a>3$, then $a^2=ab+b^3+1>2b+b^3+1>2b+b^2+1=(b+1)^2$, hence $a>b+1$; but then from $a\mid b^3+1=(b+1)(b^2-b+1)$ follows that $a\mid b^2-b+1$, hence $a\equiv 1 \pmod{3}$.

 Step 3. If $b\equiv 1\pmod{3}$, then $1=a^2-ab-b^3 \equiv 1-1-1 = -1 \pmod{3}$, a contradiction. If $b\equiv 2\pmod{3}$, then $1=a^2 - ab - b^3 \equiv 1 - 2 + 1 = 0 \pmod{3}$, a contradiction again. Hence $b=3$ (the only moment where the primality of $b$ is actually used), and from this we easily get $a=7$. So $(a,b)=(7,3)$ is the only solution.","(Partial)
 1. Proved that $a$ should divide $b^2 - b+1$. Also partial points for proving that $a-2$ cannot be a multiple of $3$.
(Almost)
 1. Verification contains minor mistakes only.",Number theory,IMO-easy,"$(p,q) = (7,3)$","(Modified) Tuymaada 2013, Seniors, P6"
PB-Basic-021,Define the sequence $x_1 = 6$ and $x_n = 2^{x_{n-1}} + 2$ for all integers $n \ge 2$. Prove that $x_{n-1}$ divides $x_n$ for all integers $n \ge 2$.,"We will prove this using induction. Note that $x_{2}=2^{6}+2=66$
 which is divisible by $x_{1}$ and $x_{3}=2^{66}+2=2(2^{65}+1)$,
 which is divisible by $2(2^{5}+1)=2^{6}+2=x_{2}$.


 For $a,b\in\mathbb{N}$, it is well known that $2^{a}+1|2^{ab}+1$
 and $2^{a}-1|2^{ab}-1$ if $2\not|b$.


 We will prove the result by induction. Note that $\nu_{2}(x_{i})=1$,
 so $\frac{x_{n-1}}{x_{n-2}}$ is odd. Also, note that $x_{1}|x_{2}$,
 as $2|6$, and $x_{2}|x_{3}$, as $6|66$.

 $x_{n}|x_{n+1}\Longleftrightarrow2^{x_{n-1}-1}+1|2^{x_{n}-1}+1\Longleftarrow x_{n-1}-1|x_{n}-1\Longleftrightarrow2^{x_{n-2}}+1|2^{x_{n-1}}+1\Longleftarrow x_{n-2}|x_{n-1}\text{ and that \ensuremath{\frac{x_{n-1}}{x_{n-2}}} is odd.}$
 Thus $x_{n-2}|x_{n-1}\implies x_{n}|x_{n+1}$, we can prove by induction
 that $x_{i}|x_{i+1}$ for all $i\in\mathbb{N}$.","(Partial)
 1. Proved $x_{n-1}-1|x_{n}-1$.
(Almost)
 1. Solution is almost complete, but made minor mistakes which are not negligible.",Number theory,IMO-easy, ,(Modified) ELMO 2015 P1
PB-Basic-022,"Let $S=\{0,1,2^{2024},3^{2024},\ldots\}$ be the set of all perfect
 2024-th powers. Find all polynomials $P$ with integer coefficients
 such that $P(x)=s$ has an integer solution $x$ for every $s\in S$.","Since $0$ is in $S$, there exists an integer $c$ such that $P(c)=0$.
 We can write $P(x)=(x-c)^{n}Q(x)$ for some positive integer $n$
 and integer coefficient polynomial $Q$ such that $Q(c)\ne0$.

 \noindent Pick a prime number $q$ bigger than $|Q(c)|,|Q(c+1)|,|Q(c-1)|$.
 For every positive integer $m$, there exists an integer $a$ such
 that $P(a)=q^{2024m}$. Then, $(a-c)$ is a power of $q$.

 \noindent If it is 1, it is a contradiction to the fact that $|Q(c+1)|,|Q(c-1)|<q$.
 Therefore, $q$ divides $a-c$ and so $Q(a)-Q(c)$ is a multiple of
 $q$, which shows that $Q(a)$ is not a multiple of $q$. Therefore,
 $|Q(a)|=1$ and $|(a-c)^{n}|=q^{2024m}$. Therefore, $|Q(x)|=1$ for
 infinitely many integers $x$ and so $Q(x)=1$ or $Q(x)=-1$. Then
 $|P(x)|$ is always a $n$th power.

 \noindent In this case we can easily see that $n$ needs to divide
 $2024$. Moreover if $n$ is even and $Q(x)=-1$, $P$ is always negative
 or 0 . Hence, the only possible solutions are of the form: $P(x)=(\pm(x+c))^{n}$
 for some divisor $n$ of 2024. We can easily see that this satisfies
 the problem conditions.","(Partial)
 1. Observed that there must be an integer root $c$ and tried to analyze $P$ in terms of it (e.g. reducing without loss of generality to the case $P(0)=0$).
 (Almost)
 1. Verification contains minor mistakes only.",Number theory,IMO-easy,"$P(x) = (x - a)^d or P(x) = (-x - a)^d$, where $d | 2024$.",(Modified) ELMO 2023 Shortlist N1
PB-Basic-023,"Suppose $a,b,c$ are positive integers such that $2^{a}+1=7^{b}+2^{c}$.
 Find all possible values of $(a,b,c)$.","From the given equation, observe that $a>c$. The equation can be
 rewritten as:
 \[
 2^{c}\left(2^{a-c}-1\right)=7^{b}-1.
 \]

 We consider the following cases:


 \textbf{Case 1: $b$ is odd}

 In this case, $7^{b}-1\equiv2\pmod 4$, so $2^{c}=2$, which implies
 $c=1$. Substituting back into the equation, we have:
 \[
 2^{a}=7^{b}+1.
 \]

 On the other hand, note that $7^{b}+1=8(7^{b-1}-7^{b-2}+\cdots+7+1)$.
 If $b\ge3$ the second factor is an odd number greater than 1 which
 cannot divide $2^{a}$, contradiction. Therefore we have $b=1$ and
 $2^{a}=8$, so $a=3$. Hence, this case gives the solution $(a,b,c)=(3,1,1)$.


 \textbf{Case 2: $b$ is even but not divisible by $4$}

 Let $b=4k+2$, where $k\in\mathbb{N}$. Then:
 \[
 7^{b}-1=7^{4k+2}-1=\left(7^{2k+1}-1\right)\left(7^{2k+1}+1\right).
 \]

 Reasoning similarly to the previous case, we find that $7^{2k+1}-1$
 is divisible by $2$ but not by $4$, $7^{2k+1}+1$ is divisible by
 $8$ but not by $16$. Therefore, $7^{b}-1$ is divisible by $16$
 but not by $32$, which implies $c=4$. Substituting back into the
 equation, we have:
 \[
 2^{a}=7^{4k+2}+15.
 \]

 Since $7^{4k+2}+15\equiv1\pmod 3$, it follows that $2^{a}\equiv1\pmod 3$.
 Thus, $a$ is even. Let $a=2\ell$, where $\ell\in\mathbb{Z}^{+}$,
 $\ell\geq2$ (since $x>z=4$). We can write:
 \[
 15=2^{2\ell}-7^{4k+2}=\left(2^{\ell}-7^{2k+1}\right)\left(2^{\ell}+7^{2k+1}\right).
 \]

 From here we easily obtain $\ell=3$ and $k=0$ which gives $a=6$
 and $b=2$. Thus, this case gives the solution $(a,b,c)=(6,2,4)$.


 \textbf{Case 3: $b$ is divisible by $4$}

 In this case, $7^{b}-1$ is divisible by $4^{2}=16$. Since $2^{a-c}-1$
 is divisible by $25$, $a-c$ is divisible by $\text{ord}_{25}(2)=20$.
 Then, $2^{a-c}-1$ is divisible by 31. Additionally:
 \[
 2^{a-c}-1\text{ is divisible by }31\implies7^{b}-1\text{ is divisible by }31.
 \]

 Note that $\text{ord}_{31}(7)=15$, so $b$ is divisible by $15$.
 However, in this case $7^{b}-1$ is also divisible by $9$, implying
 $a-c$ must be divisible by $6$ which implies that $2^{a-c}-1$ is
 divisible by $7$. Then, we find:
 \[
 7^{b}-1\text{ is divisible by }7,\text{ leading to a contradiction.}
 \]

 Hence, there are no solutions in this case.


 \textbf{Conclusion}

 The two valid solutions are:
 \[
 (a,b,c)=(3,1,1)\quad\text{and}\quad(a,b,c)=(6,2,4).
 \]","(Partial)
 1. Found all answers.
 2. Handled the case of $b$ is odd and $2\pmod 4$.
(Almost)
1. Verification contains minor mistakes only or missed a trivial case.",Number theory,IMO-medium,"$(a,b,c) =( 3,1,1) ,( 6,2,4)$.",(Modified) Vietnam TST 2019 P4
PB-Basic-024,"Find all non-negative integers $a,b,c$ such that $20^{a}+b^{4}=2024^{c}$","We state the following well-known lemma: If $p=4k+3$ is a prime
 number for some positive integer $k$, and there exists integers $x,y$
 such that $x^{2}+y^{2}$ is divisible by $p$, then we have $x,y$
 are both divisible by $p$.

 We omit the proof of this lemma since it is a well-known result.

 Now, return to the main problem. It is obvious that $(a,b,c)=(0,0,0)$
 is a solution. Now, consider $c>0$, we have the following cases:


 \textbf{Case 1: $a$ is even.}

 In this case, we have $a=2k$ for some non-negative integer $k$.
 This gives $(20^{k})^{2}+(b^{2})^{2}$ is divisible by $2024$, which
 is divisible by $11$. Since $11$ is a prime in the form of $4n+3$
 for some positive integer $n$, we must have that $20^{k},b^{2}$
 are all divisible by $11$, which is a contradiction since $\gcd(20,11)=1$.
 Hence, $a$ cannot be even.


 \textbf{Case 2: $a$ is odd.}

 In this case, we have $a,c\geq1$, and so $b$ must be even. Let $b=2^{t}q$
 for some non-negative integer $t,q$ where $q$ is odd, we have the
 equation becomes $2^{2a}5^{a}+2^{4t}q^{4}=2^{3c}253^{c}$. Consider
 quadratic residue modulo $11$, we have the LHS gives us $-5$ is
 a quadratic residue modulo $11$. However, since $11$ has the form
 $4n+3$ we have $-1$ is a quadratic nonresdue, while $5$ is a quadratic
 residue modulo $11$ from the Law of Quadratic Reciprocity. Hence,
 we have that $-5$ is a quadratic nonresidue modulo $11$, which a
 contradiction.

 Hence, $(a,b,c)=(0,0,0)$ is the only solution.","(Partial)
 1. Correctly analyzed either the $a$ is even case or $a$ is odd case but not both.
(Almost)
 1. Verification contains minor mistakes only or missed a trivial case.",Number theory,IMO-medium,"$(a,b,c) = (0,0,0)$","(Modified) Serbia MO 2008, P1"
PB-Basic-025,"Given a triangle $XYZ$ with circumcenter $O$, the incircle of triangle
 $XYZ$ has center $I$. Let $M,N$ on the sides $XY,XZ$
 respectively such that $YM=ZN=YZ$. If $\gamma$ is the angle created
 by two lines $MN,OI$, what is $\frac{\gamma}{2}$ in terms of degree?","Let the incircle of $XYZ$ meet the sides of $XYZ$ at points $D,E,F$. Let $G$ be the centroid of triangle $DEF$, it is well-known that
 $I,G,O$ are collinear. Let $r$ be the inradius and $\vec{v}$ be
 the unit vector perpendicular to $MN$ pointing outward, we have $YZ\vec{ID}+ZN\vec{IE}+YM\vec{IF}+rMN\vec{v}=\vec{0}$.
 Since $YZ=YM=ZN=a$, we have $YZ\vec{ID}+ZN\vec{IE}+YM\vec{IF}+rMN\vec{v}=\vec{0}$
 is equivalent to $3a\vec{IG}=-rMN\vec{v}$, which implies that $IG$
 is parallel with $\vec{v}$. Since $\vec{v}$ is perpendicular to
 $MN$, this implies that $MN$ is perpendicular to $IG$. Combining
 this with the fact that $I,G,O$ is collinear, we have $\gamma=90^{\circ}$,
 which means that $\frac{\gamma}{2}=45^{\circ}$.","(Partial)
 1. Considered the point $G$, the centroid of the triangle formed by the points of tangency of the incircle and the sides of $XYZ$, and explained that $I,G,O$ is collinear.
(Almost)
 1. Verification contains minor mistakes only.",Geometry,IMO-easy,45,folklore
PB-Basic-026,"Let $\triangle ABC$ be an inscribed triangle in $(O)$ and circumscribed
 around $(I)$. The incircle $(I)$ touches $BC,CA,AB$ at $D,E,F$,
 respectively. Construct the circle $(W_{a})$ passing through $B,C$
 and tangent to $(I)$ at $X$, and let $D'$ be the reflection of
 $D$ across $AI$. Define $Y,Z,E',F'$ similarly. Prove that the lines
 $D'X,E'Y,F'Z$ are concurrent on the line $OI$.","Lemma: Let $ABC$ be an acute triangle with circumcircle $\Omega$.
 Let $B_{0}$ be the midpoint of $AC$ and let $C_{0}$ be the midpoint
 of $AB$. Let $D$ be the foot of the altitude from $A$ and let $G$
 be the centroid of the triangle $ABC$. Let $\omega$ be a circle
 through $B_{0}$ and $C_{0}$ that is tangent to the circle $\Omega$
 at a point $X\not=A$. Prove that the points $D,G$ and $X$ are collinear.

 This is the well-known IMO Shortlist 2011 G4 problem, we omit the
 proof here.

 Consider an inversion center $I$ with power $r^{2}$ where $r$ is
 the inradius. This maps $B,C$ to the midpoint $M_{B},M_{C}$ of $DF,DE$
 respectively. Moreover, we have $DD'$ is parallel to $EF$. Let $G$
 be the centroid of $\triangle DEF$ and $H_{D}$ be the foot of $D$
 onto $EF$. We have $D',G,H_{D}$ are collinear from Thales Theorem,
 and $X,G,H_{D}$ are collinear. And so, we have $XD'$ passes through
 $G$. Similarly, we have $YE',ZF'$ passes through $G$ as well. Finally,
 it is well-known that $I,G,O$ are collinear. And so, we have $D'X,E'Y,F'Z$
 are concurrent on the line $OI$.","(Partial)
 1. Applied correct inversion and explain that $D',G,H_{D}$ is collinear, where $H_{D}$ is the foot of $D$ onto $EF$.
 2. Obtained equivalent information without inversion.
(Almost)
 1. Verification contains minor mistakes only.",Geometry,IMO-medium, ,Novel Problem
